순번,시도본부,소방서,119안전센터명,주소,전화번호,팩스번호
1001,경상남도,밀양소방서,산동119안전센터,경상남도 밀양시 산외면 단산길 2,055-350-9402,055-350-9409
1002,경상남도,밀양소방서,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9412,055-350-9419
1003,경상남도,거제소방서,옥포119안전센터,경상남도 거제시 진목로 1,055-689-9361,055-689-9369
1004,경상남도,거제소방서,장승포119안전센터,경상남도 거제시 능포로 77,055-689-9370,055-689-9379
1005,경상남도,거제소방서,신현119안전센터,경상남도 거제시 계룡로 52,055-689-9380,055-689-9389
1006,경상남도,거제소방서,거제119안전센터,경상남도 거제시 거제면 거제남서로 3429,055-689-9400,055-689-9409
1007,경상남도,거제소방서,연초119안전센터,경상남도 거제시 연초면 거제북로1,055-689-9410,055-689-9419
1008,경상남도,거제소방서,동부119안전센터,경상남도 거제시 동부면 거제대로 957,055-689-9420,055-689-9429
1009,경상남도,거제소방서,사등119안전센터,경상남도 거제시 사등면 덕호해안길 63 ,055-689-9430,055-689-9439
1010,경상남도,양산소방서,물금119안전센터,경상남도 양산시 물금읍 황산로 719,055-379-9360,055-379-9369
1011,경상남도,양산소방서,중앙119안전센터,경상남도 양산시 신기로 13,055-379-9370,055-379-9379
1012,경상남도,양산소방서,웅상119안전센터,경상남도 양산시 웅상대로 1120,055-379-9380,055-379-9389
1013,경상남도,양산소방서,하북119안전센터,경상남도 양산시 하북면 양산대로 2255-38,055-379-9390,055-379-9399
1014,경상남도,양산소방서,중부119안전센터,경상남도 양산시 양산역 6길 27,055-379-9330,055-379-9339
1015,경상남도,양산소방서,평산119안전센터,경상남도 양산시 내연4길 9,055-379-9320,055-379-9329
1016,경상남도,양산소방서,상북119안전센터,경상남도 양산시 석계로 37,055-379-9420,055-379-9429
1017,경상남도,의령소방서,의령119안전센터,경상남도 의령군 의령읍 의병로 108-17,055-570-9310,055-570-9319
1018,경상남도,의령소방서,부림119안전센터,경상남도 의령군 부림면 대한로 1666,055-570-9320,055-570-9329
1019,경상남도,함안소방서,가야119안전센터,경상남도 함안군 가야읍 선왕길 59,055-580-9300,055-580-9309
1020,경상남도,함안소방서,칠원119안전센터,경상남도 함안군 칠원읍 용산2길 121,055-580-9330,055-580-9339
1021,경상남도,함안소방서,군북119안전센터,경상남도 함안군 군북면 함마대로 760,055-580-9340,055-580-9349
1022,경상남도,창녕소방서,창녕119안전센터,경상남도 창녕군 대지면 우포2로 1097,055-259-9360,055-259-9369
1023,경상남도,창녕소방서,남지119안전센터,경상남도 창녕군 남지읍 동포로 64,055-259-9370,055-259-9379
1024,경상남도,창녕소방서,영산119안전센터,경상남도 창녕군 영산면 영산장마로 697,055-259-9330,055-259-9339
1025,경상남도,창녕소방서,부곡119안전센터,경상남도 창녕군 부곡면 원앙로 184,055-259-9380,055-259-9389
1026,경상남도,고성소방서,고성119안전센터,경상남도 고성군 고성읍 남해안대로 2670,055-670-9310,055-670-9319
1027,경상남도,고성소방서,회화119안전센터,경상남도 고성군 회화면 영희로 2211,055-670-9320,055-670-9329
1028,경상남도,고성소방서,거류119안전센터,경상남도 고성군 거류면 봉암 1길 9,055-670-9340,055-670-9349
1029,경상남도,남해소방서,남해119안전센터,경상남도 남해군 남해읍 스포츠로 81,055-860-9360,055-860-9369
1030,경상남도,남해소방서,삼동119안전센터,경상남도 남해군 삼동면 동부대로 1795,055-860-9370,055-860-9379
1031,경상남도,남해소방서,미조119안전센터,경상남도 남해군 미조면 동부대로 25,055-860-9330,055-860-9339
1032,경상남도,하동소방서,금성119안전센터,경상남도 하동군 금성면 금성로 15,055-880-9320,055-880-9329
1033,경상남도,하동소방서,하동119안전센터,경상남도 하동군 적량면 공설운동장로 169,055-880-9360,055-880-9369
1034,경상남도,하동소방서,진교119안전센터,경상남도 하동군 진교면 진양로 27,055-880-9370,055-880-9379
1035,경상남도,하동소방서,화개119안전센터,경상남도 하동군 화개면 쌍계로58 ,055-880-9330,055-880-9339
1036,경상남도,산청소방서,산청119안전센터,경상남도 산청군 산청읍 중앙로 76-7,055-970-9310,055-970-9319
1037,경상남도,산청소방서,단성119안전센터,경상남도 산청군 단성면 사직단로 447-8,055-970-9320,055-970-9329
1038,경상남도,함양소방서,함양119안전센터,경상남도 함양군 함양읍 고운로 161-41,055-960-9310,055-960-9319
1039,경상남도,함양소방서,안의119안전센터,경상남도 함양군 안의면 금성길 19,055-960-9320,055-960-9329
1040,경상남도,거창소방서,대평119안전센터,경상남도 거창군 거창읍 거함대로 3324,055-940-9361,055-940-9369
1041,경상남도,거창소방서,위천119안전센터,경상남도 거창군 위천면 원학길 321,055-940-9371,055-940-9379
1042,경상남도,거창소방서,가조119안전센터,경상남도 거창군 가조면 마상3길 32,055-940-9381,055-940-9389
1043,경상남도,합천소방서,합천119안전센터,경상남도 합천군 합천읍 인덕로 2453,055-930-9306,055-930-9309
1044,경상남도,합천소방서,초계119안전센터,경상남도 합천군 초계면 양동로 6-16,055-930-9325,055-930-9329
1045,경상남도,합천소방서,북부119안전센터,경상남도 합천군 야로면 월광리 241-4,055-930-9355,055-930-9359
1046,경상남도,합천소방서,삼가119안전센터,경상남도 합천군 삼가면 삼가로 287,055-930-9316,
1047,제주특별자치도,제주소방서,이도119안전센터,제주특별자치도 제주시 중앙로 342,064-756-1175,064-729-0429
1048,제주특별자치도,제주소방서,삼도119안전센터,제주특별자치도 제주시 탑동로 101,064-756-4258,064-729-0439
1049,제주특별자치도,제주소방서,오라119안전센터,제주특별자치도 제주시 서광로2길 24,064-756-1176,064-729-0459
1050,제주특별자치도,제주소방서,연동119안전센터,제주특별자치도 제주시 문송길 14,064-743-2119,064-729-0449
1051,제주특별자치도,제주소방서,항만119안전센터,제주특별자치도 제주시 임항로 146,064-756-1178,064-729-0469
1052,제주특별자치도,제주소방서,화북119안전센터,제주특별자치도 제주시 동화로1길 3,064-726-6119,064-729-0419
1053,제주특별자치도,제주소방서,노형119안전센터,제주특별자치도 제주시 광평동로 2,064-742-5119,064-729-0479
1054,제주특별자치도,제주소방서,외도119안전센터,제주특별자치도 제주시 통물길 75,064-749-7333,064-729-0489
1055,제주특별자치도,제주소방서,아라119안전센터,제주특별자치도 제주시 사송길 116,064-721-5119,064-729-0409
1056,제주특별자치도,서귀포소방서,대신119안전센터,제주특별자치도 서귀포시 서호남로 20(법환동),064-739-0119,064-730-7419
1057,제주특별자치도,서귀포소방서,동홍119안전센터,제주특별자치도 서귀포시 서홍로 14(서홍동),064-762-1119,064-730-7429
1058,제주특별자치도,서귀포소방서,중문119안전센터,제주특별자치도 서귀포시 일주서로 669(회수동),064-738-0119,064-730-7439
1059,제주특별자치도,서귀포소방서,효돈119안전센터,제주특별자치도 서귀포시 일주동로 8234(신효동),064-767-2119,064-730-7449
1060,제주특별자치도,서부소방서,한림119안전센터,제주특별자치도 제주시 한림읍 한림중앙로 150,064-796-2119,064-795-0419
1061,제주특별자치도,서부소방서,애월119안전센터,제주특별자치도 제주시 애월읍 일주서로 6513,064-799-3119,064-795-0429
1062,제주특별자치도,서부소방서,대정119안전센터,제주특별자치도 서귀포시 대정읍 일주서로 2717,064-794-1119,064-795-0439
1063,제주특별자치도,서부소방서,한경119안전센터,제주특별자치도 제주시 한경면 일주서로 4218,064-773-0119,064-795-0449
1064,제주특별자치도,서부소방서,안덕119안전센터,제주특별자치도 서귀포시 안덕면 화순서서로 2,064-794-9119,064-795-0459
1065,제주특별자치도,서부소방서,영어교육도시119안전센터,제주특별자치도 서귀포시 대정읍 에듀시티로 238,064-792-5119,064-795-0469
1066,제주특별자치도,동부소방서,성산119안전센터,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119,064-780-9419
1067,제주특별자치도,동부소방서,구좌119안전센터,제주특별자치도 제주시 구좌읍 세화14길 8,064-783-0119,064-780-9429
1068,제주특별자치도,동부소방서,조천119안전센터,제주특별자치도 제주시 조천읍 신북로 337,064-782-6119,064-780-9439
1069,제주특별자치도,동부소방서,남원119안전센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119,064-780-9449
1070,제주특별자치도,동부소방서,표선119안전센터,제주특별자치도 서귀포시 표선면 표선관정로 39-16,064-787-0119,064-780-9459
1071,창원시,진해소방서,풍호119안전센터,경상남도 창원시 진해구 진해대로 1101,055-548-9460,055-548-9469
1072,창원시,진해소방서,대흥119안전센터,경상남도 창원시 진해구 백구로 72,055-548-9360,055-548-9369
1073,창원시,진해소방서,이동119안전센터,경상남도 창원시 진해구 충장로 434,055-548-9370,055-548-9379
1074,창원시,진해소방서,웅동119안전센터,경상남도 창원시 진해구 남의로 11,055-548-9380,055-548-9389
1075,창원시,진해소방서,용원119안전센터,경상남도 창원시 진해구 용원로 43,055-548-9390,055-548-9379
1076,창원시,의창소방서,소답119안전센터,경상남도 창원시 의창구 의안로44번길 5,055-225-9360,055-225-9369
1077,창원시,의창소방서,봉곡119안전센터,경상남도 창원시 봉곡동 지귀로 127,055-225-9370,055-225-9379
1078,창원시,의창소방서,차룡119안전센터,경상남도 창원시 의창구 창원대로204번길 15,055-225-9380,055-225-9389
1079,창원시,의창소방서,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9390,055-225-9399
1080,창원시,의창소방서,북면119안전센터,경상남도 창원시 의창구 북면 감계로110번길 54-36,055-225-9400,055-225-9409
1081,창원시,의창소방서,대산119안전센터,경상남도 창원시 의창구 대산면 봉강가술로 583,055-225-9410,055-225-9419
1082,창원시,성산소방서,신월119안전센터,경상남도 창원시 의창구 상남로 165,055-211-9362,055-211-9369
1083,창원시,성산소방서,외동119안전센터,경상남도 창원시 성산구 삼동로128번길 19,055-211-9385,055-211-9389
1084,창원시,성산소방서,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9372,055-211-9379
1085,창원시,성산소방서,대원119안전센터,경상남도 창원시 의창구 두대로55번길 11,055-211-9405,055-211-9409
1086,창원시,성산소방서,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9462,055-211-9469
1087,창원시,마산소방서,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9365,055-249-9369
1088,창원시,마산소방서,남성119안전센터,경상남도 원시 마산합포구 남성로 114,055-249-9384,055-249-9389
1089,창원시,마산소방서,삼진119안전센터,경상남도 창원시 마산합포구 진북면 산단1길 29-30,055-249-9390,055-249-9399
1090,창원시,마산소방서,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9407,055-249-9409
1091,창원시,마산소방서,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9412,055-249-9419
1092,창원시,마산소방서,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9420,055-249-9429
1093,창원시,마산소방서,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9430,055-249-9439
1094,창원시,마산소방서,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9444,055-249-9449
1095,창원시,마산소방서,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9450,055-249-9459
